record_id,current_project,target_project,target_option_id,changed,date,content_preview
"rec27NYlNs3v3M","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-4-9","重庆服务器资源规划，未提供--应用和数据库分开部署；然后两台服务器的安装-4/15号提供"
"rec27NYlNs3tAS","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-3-30","华纬汽车零部件（重庆）有限公司-数采实施前，需提前准备的工作，安排各厂设备维护或管理人员参加，数采和设备相关人对接"
"rec27NYlNs3qUe","华纬其它项目","二厂大簧sMES","optPJuvP6Q","YES","2026-3-12","日常巡视二厂车间系统运行状况"
"rec27NYlNs3w7U","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-20","Lims 实验室数据收集完成后，整理、导入系统"
"rec27NYlNs3rrV","华纬其它项目","无锡泽根sMES项目","optIk7j3kd","YES","2026-3-13","沟通江苏鼎捷SMES上线前数采点位+工艺流程、现场沟通 下星期二行程"
"rec27NYlNs3tWm","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-2","实验室系统Sein Lims系统第二次培训"
"rec27NYlNs3MiI","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-7-10","一厂大簧信息箱接电跟进（未指派电工），已经和电工现场指认位置"
"rec27NYlNs3tjd","华纬其它项目","华纬其它项目","opteTogMUj","","2026-3-26","PDA材料厂进度"
"rec27NYlNs3MXm","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-7-14","一厂大簧现场解决问题，人员培训"
"rec27NYlNs3HZd","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-8-5","一厂大簧现场对应工站培训操作PDA"
"rec27NYlNs3xQc","华纬其它项目","无锡泽根sMES项目","optIk7j3kd","YES","2026-4-27","周二计划去无锡"
"rec27NYlNs3zNt","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-18","作业流程梳理确认会议"
"rec27NYlNs3wyb","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-20","实验室 2 套设备排除故障；一台重置，重新配置；一台更换转换接口"
"rec27NYlNs3H8m","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-6-24","跟踪检测模版开发修改进度"
"rec27NYlNs3z17","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-13","出差重庆"
"rec27NYlNs3Foq","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-16","跟踪现场新增配置情况-材料间"
"rec27NYlNs3yaN","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-30","试用平板调试"
"rec27NYlNs3B2q","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-26","整理基础资料台账，确认数据无误，规范导入，清单见列表"
"rec27NYlNs3vNG","华纬其它项目","二厂大簧sMES","optPJuvP6Q","YES","2026-4-14","二厂大簧数采项目安装配合协助"
"rec27NYlNs3Nzm","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-7-16","一厂大簧现场培训子作业操作流程"
"rec27NYlNs3qpa","华纬其它项目","华纬其它项目","opteTogMUj","","2026-3-11","沟通推进数采设备收集统计"
"rec27NYlNs3BFI","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-1","流程演示-空心杆流程演示"
"rec27NYlNs3LrB","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-7-8","Lims 用户需求与系统更改优化已经完成一版，持续跟进用户使用情况"
"rec27NYlNs3KjJ","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-7-6","一厂大簧现场确认展示屏点位，网络走线"
"rec27NYlNs3MyV","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-7-13","一厂大簧大屏展示布电领料"
"rec27NYlNs3r7w","华纬其它项目","华纬其它项目","opteTogMUj","","2026-3-12","金晟公司QC组员培训"
"rec27NYlNs3FEQ","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-17","现场安装新增打印机电脑，材料间，冷卷线"
"rec27NYlNs3M5W","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-7-10","一厂大簧热卷线处理过站问题"
"rec27NYlNs3FAN","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-17","数采设备已经对齐的进行参数配置"
"rec27NYlNs3Bmr","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-28","U9与SMES接口调测，U9账号权限事宜沟通"
"rec27NYlNs3Atu","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-22","协助调试U9和sMES工单接口"
"rec27NYlNs3x0n","华纬其它项目","二厂大簧sMES","optPJuvP6Q","YES","2026-4-22","华纬二厂抛丸机安装采集器，协同"
"rec27NYlNs3wpi","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-20","Lims 系统相关设备采购：8 台 Windows 平板 "
"rec27NYlNs3O5A","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-7-17","组织架构-用户资料重新更新导入-此前数据库被开发刷新过，资料丢失"
"rec27NYlNs3xiN","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-23","跟催陈恒暄系统管控进度表，产出后拉会沟通完善表格"
"rec27NYlNs3NFU","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-7-17","任务分派和原始数据处理问题排查解决"
"rec27NYlNs3tvU","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-3-27","华纬汽车零部件（重庆）有限公司-采购打印机数？--已经提供型号梳理"
"rec27NYlNs3rw2","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-3-13","需要沟通实验室系统现况-初定下周五实施人员上门"
"rec27NYlNs3IPk","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-6-30","一厂车间处理问题，培训报工、账号登录、系统报工"
"rec27NYlNs3rZR","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-3-18","沟通重庆具体实施人员安排"
"rec27NYlNs3Eon","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-9","17个点位布线"
"rec27NYlNs3IuD","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-6-29","一厂大簧部门模拟，实际订单跑流程"
"rec27NYlNs3FfQ","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-16","数采设备现场对应编号"
"rec27NYlNs3uV4","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-4-7","重庆服务器上架，沟通网络规划，提供信息给网络公司"
"rec27NYlNs3Df5","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-5","现场新增点位统计13个，联络网络公司跟进事项"
"rec27WiqgsGP41","三厂小簧sMES","三厂小簧sMES","optwWV5zMc","","2026-8-7","现场实施"
"rec27NYlNs3ujC","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-3","赛印基础数据收集导入-数据之前已经提供，用户确认，赛印导入"
"rec27NYlNs3BfU","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-28","整理基础资料台账，确认数据无误，规范导入，清单见列表"
"rec27NYlNs3NsM","华纬其它项目","三厂小簧sMES","optwWV5zMc","YES","2026-7-16","三厂小簧现场和鼎捷的人调研"
"rec27NYlNs3yVE","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-5-12","解决报告编制问题"
"rec27NYlNs3sOQ","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-3-23","华纬鼎捷重庆SMES数采进度，采购-安装-调试"
"rec27NYlNs3unw","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-4-3","重庆-启动并推进基础资料收集工作。（华纬科技）"
"rec27NYlNs3JAa","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-7-2","问题管制表更新"
"rec27NYlNs3sgG","华纬其它项目","华纬其它项目","opteTogMUj","","2026-3-19","公司大屏展示收集展示样例，设计排版"
"rec27NYlNs3vk4","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-13","Lims系统相关设备采购事项，数量8台WindowsIPAD,一台电脑"
"rec27NYlNs3BsO","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-29","U9与SMES接口调测，U9账号权限事宜沟通"
"rec27NYlNs3FbX","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-15","弹簧流程配置"
"rec27NYlNs3sm2","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-3-19","实验室系统Sein Lims服务器部署，安装远程软件，火绒，命名规范；实施方部署；部署好了，不过项目的基础数据还要再调整"
"rec27NYlNs3EPR","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-11","准备数据，产线操作培训"
"rec27NYlNs3tR6","实验室Lims项目","实验室Lims项目","optQiKZwYn","","2026-4-1","实验室系统Sein Lims系统第一次培训"
"rec27NYlNs3rVB","华纬其它项目","二厂大簧sMES","optPJuvP6Q","YES","2026-3-18","二厂例会"
"rec27NYlNs3DS0","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-5","提供产品绑定流程数据给鼎捷"
"rec27NYlNs3qPT","华纬其它项目","华纬其它项目","opteTogMUj","","2026-3-11","金晟公司会议"
"rec27NYlNs3Axr","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-22","协助调试U9和sMES物料、仓库接口"
"rec27NYlNs3tIS","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-3-30","华纬汽车零部件（重庆）有限公司网络部署、IP地址规划及设备名称和编号；硬网俞哲彤"
"rec27NYlNs3Cr2","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-8-5","重庆稳定杆空心杆上料标签接口，功能协助开发"
"rec27NYlNs3q6j","(空)","华纬其它项目","opteTogMUj","YES","2026-1-1","例：完成月度工作报表统计与核对，确保数据准确无误（Example: Complete the statistics an"
"rec27NYlNs3CmU","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-8-5","现场实施"
"rec27NYlNs3G3G","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-22","后续工作推进排总体规划"
"rec27NYlNs3AeO","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-5-21","刷新工控点位，前期布置点位需变动（新增或者移位），主管确认后期再定，先按既定布置作业起来"
"rec27NYlNs3C1o","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-1","数采尚未收集点位信息的继续跟踪"
"rec27NYlNs3vJ6","华纬其它项目","一厂大簧sMES","optCW4VaiM","YES","2026-4-14","弹簧一厂调研"
"rec27NYlNs3s8g","华纬其它项目","华纬其它项目","opteTogMUj","","2026-3-18","金晟公司例会"
"rec27NYlNs3EIF","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-6-10","准备数据，产线操作培训"
"rec27NYlNs3LLY","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-7-9","沟通改善每日报工明细表事项"
"rec27NYlNs3vVO","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-4-16","协助重庆sMES项目安装服务器SQL server  IIOT\ESB\AP\DB\"
"rec27NYlNs3uz5","重庆sMES项目","重庆sMES项目","opt182dmud","","2026-4-3","重庆-联系设备厂商，沟通数采点位等信息.(华纬科技)"
